"x" "y"
-0.326378452638607 -0.103574531712032
-0.513446157299746 -0.451692377505869
-0.435814019159308 -0.469373556649014
-0.295548483731093 -0.235744779974914
-0.210833353631726 -0.287712288503786
-0.357120446914425 -0.513794120994507
-0.304522464225962 -0.421138022415809
-0.474947361979481 -0.777070574247577
-0.562916373027117 -0.150854744505699
-0.415600697447398 -0.419199368620956
-0.0200418993330658 0.961303457220266
-0.427412127813909 -0.491558130242428
-0.226735322920685 -0.0290957064936348
-0.200377242230054 -0.203790976151917
-0.5455145188763 -0.158195137551957
-0.280090436977742 0.066842834228364
0.0478118652186777 0.331535049197209
-0.491127056053607 -0.414856062217304
0.220369826890925 0.286163466275172
-0.408627639986996 -0.38612205055679
0.029703540150371 0.887014920695664
-0.52144755866502 -0.227320233733705
-0.0565450197179146 0.359051179896446
-0.334980435825429 -0.289533626597027
-0.383306641804142 -0.380524501766985
-0.418154692853587 -0.575247638696519
-0.441991417125571 -0.507401583935258
-0.147723663302273 -0.202209763595112
-0.509298053949097 -0.587454986298437
0.0390199913970854 0.391951880833571
-0.325033078639214 -0.565134520256965
-0.412221014934308 -0.298662478957943
-0.481647147596221 -0.52702173141644
-0.496269073839341 -0.396120190878546
-0.250888519932161 -0.0313341009412154
-0.394186392345189 -0.00178240558229383
-0.25779485015795 -0.22440297888829
-0.48270973157361 -0.552106084869935
-0.448271434135107 -0.35466186068088
-0.532969833397368 -0.223607929900596
-0.737827710511387 0.155051086897282
-0.48148979187077 -0.379923072005171
-0.825580124510031 0.285194793681088
-0.153477663692509 0.853912296834949
-0.494177350930394 -0.415833617431435
-0.302640027067362 -0.493691930186549
-0.218851271415218 -0.205527170504746
-0.300856052009753 -0.263527250737555
-0.235980062298386 0.125102015442946
-0.496216715234821 -0.393929065980795
-0.427970112150569 -0.357011263195405
-0.140555530014779 -0.228712429932444
-0.369157198321043 -0.482632055451205
-0.304157303547595 -0.409917930399025
-0.417462692865539 -0.455541591346495
-0.279850396984987 0.152976008555283
-0.457666488855562 -0.824501971305116
-0.556293230521671 -0.182857085489901
-0.325933596797237 -0.166626364145937
-0.417307766432767 -0.297822116578923
-0.464588182297184 -0.160512295663979
-0.273657475310753 -0.175261072272034
-0.260689840501177 -0.141604775691973
-0.428530634233368 -0.519712623916475
-0.0328344778218872 0.97291866327686
-0.546862966190359 -0.128139682044642
-0.430764109921421 -0.453448065134616
-0.281959805407068 -0.34328406167311
-0.523267540246367 -0.518667241905766
-0.174659768409965 0.304780126200393
-0.148853500723271 0.18378790042177
-0.431247304740116 -0.21367287280612
0.0498904076522089 0.86968373360056
-0.499323474215632 -0.228509536239662
-0.314457052805886 -0.129447871113416
-0.384734214734817 -0.479346373126676
-0.413251866710157 -0.521228033371979
-0.233338075717049 0.25368880951157
-0.430124432404229 -0.45039666539983
-0.511862302223311 -0.356837391012665
0.0390736541374762 0.258331506911838
-0.328875022431268 -0.528728938740567
-0.409839671527468 -0.300288000109766
-0.478150666121796 -0.478401119820288
-0.494653561341398 -0.658049739144309
-0.26052787093446 -0.0282406102674983
-0.353896320601858 -0.0599896266862876
-0.539836069740324 -0.206469250760392
-0.466419010265518 -0.558030102507384
-0.438755720121395 -0.45757152510818
-0.22496662483102 -0.0932608399347692
-0.720313221804412 0.197544549689358
-0.459792129012694 -0.524939388168755
-0.779103667217537 0.245036560696857
-0.460462546058169 -0.580625360464305
-0.134783287079798 0.150926090149768
-0.267194290248339 -0.365148929475985
-0.487852008962023 -0.433968275664121
-0.138610415719314 0.836139478051746
-0.209241628296115 0.206298382203734
-0.390329454539544 -0.456055246185191
-0.0992541612902879 0.403022023977524
-0.237917837543637 -0.137656932265789
-0.375069432961711 -0.680051910028511
-0.634470291888484 -0.0343528219404986
-0.261862787501029 -0.40504388853558
-0.568477896625905 -0.14504705990074
-0.357481915127759 -0.377042501025783
-0.141553477370482 0.190578172202257
-0.456370179089966 -0.689678549686807
-0.14021793781576 -0.271346455662055
-0.32424159252407 -0.488326759007226
-0.478151113833 -0.378505716435753
-0.460184374814012 -0.406449358023683
-0.356903762494746 -0.338992610853448
-0.425603858759717 -0.423786347524887
-0.115820170695653 -0.0390147898805166
-0.444514222494938 -0.475083903922007
-0.47322112052685 -0.0648804738391292
-0.257880823198759 -0.172076725844333
0.0428649543993637 0.845037660017163
-0.419728529443052 -0.425384261105618
-0.173454498074194 0.181889505426099
-0.236232206582261 -0.0966408481365786
-0.147972747417722 0.00911601512490757
-0.600957503259879 0.00754038227333413
-0.51918151375506 -0.481800256291273
0.109952835376282 -0.0438568888057303
-0.512343137993171 -0.28736069448692
-0.594992054201957 -0.353360792942439
-0.724624017276897 0.132947092041656
-0.230858568774064 0.0493705462961951
-0.394993486536486 0.186985330312495
-0.451606074869158 -0.289691645150211
-0.43663563403627 0.18389909046962
-0.047306692018007 0.177825210553663
-0.230346871407996 -0.573836401030472
-0.236135341337538 -0.0386028325370045
-0.447240723980634 -0.670639640784065
-0.508509560080671 -0.387724386904996
-0.400420624507557 -0.558067279357145
-0.296992116309727 -0.0817131534870316
-0.841513604642076 0.292075788064535
-0.273984764648173 -0.790067143585654
-0.577864469334848 -0.273038920581979
0.175957476762524 0.300324832773767
-0.585641904319991 -0.140966079283485
-0.276063394163112 -0.863143029906279
-0.436097516322984 -0.392753235358921
-0.414482872620344 -0.106282706192008
-0.316789095252832 -0.124793329848252
0.0175497573360158 0.382300921796857
-0.446249756421967 -0.55927587935178
-0.080293042142501 0.342165475433104
-0.410016349909532 -0.761734596291957
-0.331763430421612 -0.44988865355199
-0.321965038643026 -0.291356139040405
-0.207671621262353 -0.09734308752335
-0.419770398232118 -0.313996439792464
0.11720523761433 0.437149358154428
-0.516112593687138 -0.0942814004965875
-0.460742738510173 -0.399633394343558
-0.481194538409211 -0.4825517745856
0.067951418977539 0.420089183726739
-0.420855677133531 -0.454723050333026
-0.606288267223158 -0.144313268151979
-0.489848392519603 -0.45132339504803
0.00964478392658394 0.273084241868208
-0.422690252921333 -0.204784670878361
-0.0994862558783479 0.648724669514121
-0.710589353357687 0.118527908290385
-0.119207134704681 0.366289848542272
-0.276891269949944 -0.148836946753019
-0.418534512829409 -0.441573930513529
0.0544435560249672 0.245198710986336
-0.263895997142796 0.0763983220869033
-0.423708627748333 -0.394308564330727
-0.229276217285486 -0.13118683091192
-0.15568093492252 0.0946325642631454
-0.423826974152517 -0.379782877818734
-0.447013007006202 -0.634078384933492
-0.266950625704203 -0.200779248016673
-0.387836121232666 0.222611866097823
-0.49487353894455 -0.5889242241966
-0.363130503893931 -0.641894101278557
-0.432732586357559 -0.623774189102778
-0.437679544012166 -0.228274842370854
-0.31257843610178 -0.5156417181598
-0.316516027441992 -0.184557700508781
-0.0639420512345157 0.273649334723605
-0.123815337992657 0.116289734334551
-0.4645857249464 -0.54066125034761
-0.380690986575721 -0.559346988528702
-0.027349578844165 0.279063535760269
-0.495782607897495 -0.544838402569917
0.163180676658384 0.160593296260669
0.202209071375697 0.420010779025471
0.124778411319368 0.701658102554465
0.112102895093965 0.503236790332946
0.154803449788929 0.444544247953026
-0.38356905020399 -0.714888581397788
-0.467990399923616 -0.451839056630744
-0.43166826387113 -0.637362271407977
-0.271213381538123 -0.532587603730812
-0.405110222748046 -0.405037918416639
0.0176728444457723 0.311781808832842
-0.0643026539267861 -0.0179934505750307
-0.249037870897916 -0.254289360012199
-0.271577140311111 -0.503340246541886
-0.342274106129491 -0.278252298011396
-0.365374443314714 -0.400801200127499
