"zspec","zphot"
0.293778,0.307974144419923
0.201277,0.198092529289507
0.393756,0.369927023224491
0.248585,0.235287007750376
0.246883,0.22148503282943
0.362537,0.369861315275461
0.234699,0.255742872389251
0.296069,0.287999446005437
0.229669,0.197132367703516
0.309049,0.333069815359443
0.451139,0.402129467811032
0.215757,0.275092121241472
0.230548,0.244901908354028
0.228585,0.231751975392132
0.220082,0.261847672101411
0.2273,0.248541378994373
0.184636,0.155797077216828
0.186364,0.240397959413989
0.242984,0.200431736324787
0.198902,0.181225220422854
3.6e-05,0.324729215410426
0.284089,0.283073934014036
0.360471,0.350139962031837
0.358675,0.384362477793375
0.359535,0.345062276585835
0.189097,0.178242988019177
0.298276,0.462803850442204
0.398246,0.383221478205594
0.340867,0.340403375695914
0.356706,0.373508427685014
0.397715,0.384406567365414
0.226368,0.228353880582354
0.344604,0.346894697015143
0.302346,0.289665418838201
0.178779,0.187987920505585
0.423663,0.372814394024136
0.226844,0.225409150285735
0.343871,0.336608311452843
0.303606,0.313000835862756
0.299015,0.300767658721371
0.3118,0.306134813899284
0.215141,0.195430114296479
0.226019,0.205793072257632
0.365322,0.312824042637129
0.395745,0.300147864097562
0.44499,0.388652089536294
0.405012,0.337084439548719
0.482564,0.515987394303813
0.323065,0.294473642571515
0.209715,0.203936050742406
0.186895,0.199788129267288
0.415867,0.373752657206338
0.335199,0.380225039915804
0.330883,0.319012304468926
0.208328,0.27688794351159
0.232552,0.264674426713016
0.396926,0.380472045965049
0.483524,0.472581324353138
0.214644,0.229114485022549
0.336913,0.260784426395929
0.353164,0.360268869130493
0.308282,0.301999567564427
0.451323,0.451271582463639
0.351327,0.351613910294988
0.271449,0.27626077809681
0.357204,0.339666337002643
0.308623,0.311126856204014
0.549929,0.502010584267713
0.248187,0.234437670035929
0.396045,0.322244665210245
0.189885,0.184614750096657
0.188538,0.194745276444718
0.353426,0.318956575597904
0.259716,0.25185262377175
0.231481,0.255650639180796
0.3059,0.27222317398005
0.391161,0.382844512309036
0.348368,0.366677756559608
0.260107,0.251972398059959
0.286053,0.278442727350466
0.19408,0.19561728397212
0.369881,0.378501187272683
0.28787,0.276980240743079
0.38565,0.356532273775516
0.366433,0.289258126558701
0.344905,0.368241985137193
0.365071,0.348370238961442
0.36518,0.353846411289629
0.342924,0.368044930007189
0.484765,0.452221366922832
0.329747,0.325406398133535
0.338329,0.329167787783202
0.309596,0.317539020530231
0.499278,0.438414370185937
0.183186,0.203087659696859
0.252976,0.231410076766153
0.240485,0.22769257464668
0.365044,0.401078456558105
0.201694,0.190908213776125
0.318803,0.331187762742402
0.292274,0.306022376612245
0.499549,0.434659924196279
0.430731,0.363192179928022
0.416099,0.359072613939771
0.423238,0.456993503043462
0.368494,0.387593725554894
0.370505,0.35079548179183
0.378429,0.396101712197233
0.373837,0.418684108497278
0.1837,0.189865703266888
0.243586,0.260978367274072
0.336823,0.354219942519389
0.357316,0.388111856151321
0.439294,0.379760189514639
0.286643,0.260363624819686
0.364404,0.364737052836685
0.33193,0.323154414450442
0.215484,0.218677652375895
0.349533,0.357992963127519
0.432835,0.37260689696262
0.348599,0.357010931206089
0.470357,0.427692678628081
0.292076,0.318830707119704
0.274082,0.253952540682191
0.390652,0.374257769133343
0.211112,0.215979433808555
0.416214,0.414087948026233
0.29225,0.265677927764
0.2505,0.256151632250772
0.185354,0.205233369587871
0.430067,0.42345321934084
0.262337,0.284759994663568
0.274106,0.307728420837131
0.187264,0.224507402424252
0.186808,0.185177172356531
0.289037,0.275646046783592
0.396408,0.38939037423752
0.219368,0.246712379973396
0.228604,0.247189118507533
0.180114,0.209554898366071
0.514822,0.475466366099537
0.149141,0.201618281167376
0.50201,0.47708329975427
0.444805,0.432487163612768
0.314426,0.315480757646812
0.279353,0.202923283186915
0.307709,0.317985997831243
0.472045,0.379752523262922
0.350907,0.335141989124781
0.288421,0.293945310254717
0.250348,0.260405520546609
0.343443,0.373664821229478
0.38458,0.369279780975744
0.369339,0.416872680507122
0.384781,0.372311086961056
0.341959,0.391446210554533
0.375254,0.351302133615424
0.393587,0.393737298082311
0.4512,0.46058417679178
0.402724,0.342615432191958
0.342064,0.295244102807038
0.385723,0.356634075967239
0.394282,0.385372770423722
0.243852,0.256579055266905
0.450505,0.444177624862304
0.299981,0.318105315175743
0.362935,0.419173972314594
0.468239,0.426587383586764
0.331971,0.320716767795658
0.238888,0.218361405145714
0.330795,0.30162668436954
0.216446,0.201368423365693
0.288395,0.277396790056163
0.425094,0.408321431332305
0.200411,0.24528298672518
0.371178,0.37687796534325
0.198338,0.202062821687551
0.301463,0.360644075876976
0.198806,0.201230128958904
0.290135,0.338715253241196
0.329421,0.324763452776209
0.475393,0.41861661698658
0.36597,0.29146170493115
0.386742,0.404905164626986
0.451044,0.452431469070302
0.341975,0.392065290556693
0.19809,0.190350907222453
0.309003,0.295749948878414
0.306517,0.453492807406257
0.211824,0.197707351552898
0.290632,0.379975893381319
0.334742,0.350371770928535
0.290835,0.25682275115952
0.297091,0.284592390722615
